instruction,response
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Converting Fractions to Decimals""
animation:  animate showing a fraction on the screen and demonstrate the process of converting it to a decimal by dividing the numerator by the denominator.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ConvertFractionsToDecimals(Scene):
    def construct(self):
        title = Text(""Converting Fractions to Decimals"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        fraction = MathTex(r""\frac{3}{4}"")
        self.play(Write(fraction))
        self.wait(1)

        equals = MathTex(""="")
        equals.next_to(fraction, RIGHT)
        self.play(Write(equals))

        decimal = DecimalNumber(3/4, num_decimal_places=2)
        decimal.next_to(equals, RIGHT)
        self.play(TransformFromCopy(fraction, decimal))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Reflection and Rotation of Shapes""
animation:  display a shape and animate its reflection across a line followed by its rotation around a point, showcasing the transformation of the shape.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ReflectionAndRotation(Scene):
    def construct(self):
        title = Text(""Reflection and Rotation of Shapes"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create a shape
        square = Square(color=BLUE, fill_opacity=0.5)
        self.play(Create(square))
        self.wait(1)

        # Reflection line
        line = DashedLine(start=3*UP, end=3*DOWN, color=WHITE)
        self.play(ShowCreation(line))
        self.wait(1)

        # Reflect the square across the line
        reflected_square = square.copy()
        self.play(reflected_square.animate.apply_function(lambda p: np.array([-p[0], p[1], p[2]])))
        self.wait(1)

        # Rotation around a point
        self.play(Rotate(square, angle=PI/2), Rotate(reflected_square, angle=-PI/2))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Energy Conversion in a Roller Coaster""
    animation:  animate a roller coaster track with a cart moving along it. Show the cart at the top of a hill with high potential energy, then descending down the hill converting potential energy into kinetic energy as it gains speed.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class RollerCoaster(Scene):
    def construct(self):
        title = Text(""Energy Conversion in a Roller Coaster"").scale(0.7)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Roller Coaster Track
        track_start = 3 * UP + 5 * LEFT
        track_end = 3 * UP + 5 * RIGHT
        track = VMobject()
        track.set_points_as_corners([track_start, [0, 3, 0], [0, 0, 0], [3, 0, 0], track_end])
        track.make_smooth()
        self.play(Create(track))

        # Cart
        cart = Dot(track_start, color=RED)
        self.play(FadeIn(cart))

        # Potential Energy at the top
        potential_energy_text = Text(""High Potential Energy"", font_size=24).next_to(cart, UP)
        self.play(Write(potential_energy_text))
        self.wait(1)
        self.play(FadeOut(potential_energy_text))

        # Move the cart along the track
        self.play(MoveAlongPath(cart, track), rate_func=linear, run_time=4)

        # Kinetic Energy at the bottom
        kinetic_energy_text = Text(""High Kinetic Energy"", font_size=24).next_to(cart, DOWN)
        self.play(Write(kinetic_energy_text))
        self.wait(2)
        self.play(FadeOut(kinetic_energy_text), FadeOut(cart), FadeOut(track))"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Multiplying Fractions Illustrated""
animation:  animate two fractions side by side. Show the multiplication process by separately animating the multiplication of their numerators and denominators, illustrating how the fractions are multiplied together.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MultiplyingFractions(Scene):
    def construct(self):
        title = Text(""Multiplying Fractions Illustrated"").scale(0.9)
        self.play(Write(title))
        self.wait(1)
        self.play(FadeOut(title))

        fraction1 = MathTex(r""\frac{2}{3}"").scale(2)
        fraction2 = MathTex(r""\frac{4}{5}"").scale(2).next_to(fraction1, RIGHT, buff=1)

        self.play(Write(fraction1), Write(fraction2))
        self.wait(1)

        times = MathTex(r""\times"").scale(2).next_to(fraction1, RIGHT, buff=0.2)
        self.play(Write(times))
        self.wait(1)

        equals = MathTex(r""="").scale(2).next_to(fraction2, RIGHT, buff=0.2)
        self.play(Write(equals))
        self.wait(1)

        result_fraction = MathTex(r""\frac{2 \times 4}{3 \times 5}"").scale(2).next_to(equals, RIGHT, buff=0.2)
        self.play(Write(result_fraction))
        self.wait(1)

        simplified_fraction = MathTex(r""\frac{8}{15}"").scale(2).next_to(equals, RIGHT, buff=0.2)
        self.play(ReplacementTransform(result_fraction, simplified_fraction))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Balancing Equations: Isolating Variables""
animation:  display a simple equation (e.g., x + 3 = 7), and animate the process of subtracting 3 from both sides to isolate the variable x, demonstrating the concept of balancing equations.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class BalancingEquations(Scene):
    def construct(self):
        title = Text(""Balancing Equations: Isolating Variables"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        equation = Text(""x + 3 = 7"")
        self.play(Write(equation))
        self.wait(1)

        subtract_text = Text(""-3"", color=RED).next_to(equation, DOWN)
        self.play(Write(subtract_text))
        self.wait(1)

        equation_transformed = Text(""x = 4"")
        self.play(ReplacementTransform(equation, equation_transformed), FadeOut(subtract_text))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Probability of Coin Flips""
animation:  animate flipping a coin multiple times and visually represent the probability of getting heads or tails. Show a bar graph or pie chart to illustrate the distribution of outcomes.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *
import random

class CoinFlipProbability(Scene):
    def construct(self):
        title = Text(""Probability of Coin Flips"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        outcomes = {""Heads"": 0, ""Tails"": 0}
        coins = VGroup()
        for i in range(5):
            coin = Circle().scale(0.5)
            if random.random() < 0.5:
                outcomes[""Heads""] += 1
                coin.set_fill(WHITE, opacity=1)
                heads_text = Text(""H"", font_size=36).move_to(coin)
                coin.add(heads_text)
            else:
                outcomes[""Tails""] += 1
                coin.set_fill(BLACK, opacity=1)
                tails_text = Text(""T"", color=WHITE, font_size=36).move_to(coin)
                coin.add(tails_text)
            coins.add(coin)
        
        coins.arrange_in_grid(rows=1)
        self.play(AnimationGroup(*[DrawBorderThenFill(coin) for coin in coins], lag_ratio=0.5))
        self.wait(2)

        bars = VGroup()
        for outcome, count in outcomes.items():
            bar = Rectangle(height=count, width=0.5, fill_opacity=1)
            if outcome == ""Heads"":
                bar.set_fill(WHITE)
                bar.set_stroke(WHITE)
            else:
                bar.set_fill(BLACK)
                bar.set_stroke(BLACK)
            bars.add(bar)

        bars.arrange(buff=1).to_edge(DOWN)
        self.play(AnimationGroup(*[GrowFromCenter(bar) for bar in bars], lag_ratio=0.5))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Exploring Factors and Multiples""
animation:  display a number on the screen and animate finding its factors (numbers that divide into it evenly) and multiples (products of the number and integers) in a visually engaging way.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class FactorsAndMultiples(Scene):
    def construct(self):
        title = Text(""Exploring Factors and Multiples"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        number = 12
        number_text = Text(str(number), font_size=72)
        self.play(Write(number_text))
        self.wait(1)

        factors = []
        multiples = [number * i for i in range(1, 6)]

        for i in range(1, number + 1):
            if number % i == 0:
                factors.append(i)

        factors_group = VGroup(*[Text(str(factor), font_size=36) for factor in factors])
        multiples_group = VGroup(*[Text(str(multiple), font_size=36) for multiple in multiples])

        factors_group.arrange(DOWN, center=False, aligned_edge=LEFT).to_edge(LEFT, buff=1)
        multiples_group.arrange(DOWN, center=False, aligned_edge=RIGHT).to_edge(RIGHT, buff=1)

        self.play(Transform(number_text, factors_group))
        self.wait(1)
        self.play(Transform(number_text, multiples_group))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Measuring Length in Metric Units""
animation:  animate showing objects of different lengths being measured in millimeters, centimeters, and meters, highlighting the conversion between the units.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MeasureLength(Scene):
    def construct(self):
        title = Text(""Measuring Length in Metric Units"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Millimeters example
        mm_line = Line(ORIGIN, RIGHT * 0.5, color=BLUE)
        mm_text = Text(""50mm"").next_to(mm_line, DOWN)
        self.play(GrowFromCenter(mm_line), Write(mm_text))
        self.wait(2)
        self.play(FadeOut(mm_line), FadeOut(mm_text))

        # Centimeters to millimeters conversion
        cm_line = Line(ORIGIN, RIGHT * 2, color=GREEN)
        cm_text = Text(""2cm = 20mm"").next_to(cm_line, DOWN)
        self.play(GrowFromCenter(cm_line), Write(cm_text))
        self.wait(2)
        self.play(FadeOut(cm_line), FadeOut(cm_text))

        # Meters example
        m_line = Line(ORIGIN, RIGHT * 5, color=RED)
        m_text = Text(""1m = 100cm"").next_to(m_line, DOWN)
        self.play(GrowFromCenter(m_line), Write(m_text))
        self.wait(2)
        self.play(FadeOut(m_line), FadeOut(m_text))

        # Conversion between units
        conversion_text = Text(""1m = 100cm = 1000mm"").scale(0.7)
        self.play(Write(conversion_text))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Calculating Volumes of Cubes""
    animation:  animate displaying cubes with different side lengths, followed by animating the calculation of their volumes using the formula V = s³.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CubeVolume(Scene):
    def construct(self):
        title = Text(""Calculating Volumes of Cubes"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        side_lengths = [1, 2, 3]
        for side_length in side_lengths:
            cube = Cube(side_length=side_length).set_fill(BLUE, opacity=0.5)
            formula = MathTex(f""V = {side_length}^3 = {side_length ** 3}"")
            formula.next_to(cube, DOWN)

            self.play(Create(cube))
            self.play(Write(formula))
            self.wait(2)
            self.play(FadeOut(cube), FadeOut(formula))

        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Exploring Equivalent Ratios""
    animation:  show two sets of numbers representing equivalent ratios (e.g., 2:3 and 4:6) and animate their proportional relationship by visually demonstrating how they are equal in value.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class EquivalentRatios(Scene):
    def construct(self):
        title = Text(""Exploring Equivalent Ratios"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        ratio1 = Text(""2:3"", color=BLUE).shift(UP*2)
        ratio2 = Text(""4:6"", color=YELLOW).next_to(ratio1, DOWN, buff=1.5)

        self.play(Write(ratio1), Write(ratio2))
        self.wait(1)

        # Visual demonstration of equivalence
        rect1 = Rectangle(height=2, width=3, color=BLUE).next_to(ratio1, DOWN, buff=0.5)
        rect2 = Rectangle(height=4, width=6, color=YELLOW).next_to(ratio2, DOWN, buff=0.5).scale(0.5)

        self.play(DrawBorderThenFill(rect1), DrawBorderThenFill(rect2))
        self.wait(1)

        equivalence = Text(""These ratios are equivalent!"", color=GREEN).scale(0.7).next_to(rect2, DOWN, buff=0.5)
        self.play(Write(equivalence))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Newton's First Law in Action""
    animation:  animate a stationary object remaining at rest, and a moving object continuing its motion at a constant velocity in a straight line, unless acted upon by an external force.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class NewtonsFirstLaw(Scene):
    def construct(self):
        title = Text(""Newton's First Law in Action"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Stationary object
        stationary_square = Square(color=BLUE, fill_opacity=1).shift(LEFT*3)
        self.play(FadeIn(stationary_square))
        self.wait(2)

        # Moving object
        moving_circle = Circle(color=RED, fill_opacity=1).shift(RIGHT*3)
        self.play(FadeIn(moving_circle))
        self.play(moving_circle.animate.shift(LEFT*6), run_time=2, rate_func=linear)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Subtracting Integers on a Number Line""
animation:  animate a number line with integers marked on it. Show the process of subtracting positive and negative integers by moving left or right along the number line.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class SubtractingIntegers(Scene):
    def construct(self):
        # Title
        title = Text(""Subtracting Integers on a Number Line"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Number line
        number_line = NumberLine(
            x_range=[-10, 10, 1],
            length=10,
            color=WHITE,
            include_numbers=True,
            label_direction=DOWN,
        )
        self.play(Create(number_line))
        self.wait(1)

        # Example of subtracting positive integer (e.g., 3 - 2)
        start_point = number_line.number_to_point(3)
        end_point = number_line.number_to_point(1)
        pointer = Triangle().move_to(start_point).set_color(RED)
        self.play(FadeIn(pointer))
        self.wait(1)
        self.play(pointer.animate.move_to(end_point))
        self.wait(2)

        # Clearing for next example
        self.play(FadeOut(pointer))
        
        # Example of subtracting negative integer (e.g., -2 - (-3))
        start_point = number_line.number_to_point(-2)
        end_point = number_line.number_to_point(1)
        pointer = Triangle().move_to(start_point).set_color(BLUE)
        self.play(FadeIn(pointer))
        self.wait(1)
        self.play(pointer.animate.move_to(end_point))
        self.wait(2)

        # End
        self.play(FadeOut(pointer), FadeOut(number_line))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Exploring Quadrilaterals""
animation:  animate examples of parallelograms, rhombuses, rectangles, squares, and trapezoids, highlighting their properties such as angles, sides, and symmetry.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class Quadrilaterals(Scene):
    def construct(self):
        title = Text(""Exploring Quadrilaterals"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Parallelogram
        parallelogram = Polygon([-1, 1, 0], [1, 1, 0], [2, -1, 0], [0, -1, 0], color=BLUE)
        self.play(Create(parallelogram))
        self.wait(1)
        self.play(FadeOut(parallelogram))

        # Rhombus
        rhombus = Polygon([-1, 1, 0], [1, 1, 0], [2, -1, 0], [0, -1, 0], color=GREEN)
        rhombus.scale(0.5).rotate(PI/4)
        self.play(Create(rhombus))
        self.wait(1)
        self.play(FadeOut(rhombus))

        # Rectangle
        rectangle = Rectangle(height=2, width=3, color=ORANGE)
        self.play(Create(rectangle))
        self.wait(1)
        self.play(FadeOut(rectangle))

        # Square
        square = Square(side_length=2, color=RED)
        self.play(Create(square))
        self.wait(1)
        self.play(FadeOut(square))

        # Trapezoid
        trapezoid = Polygon([-2, -1, 0], [2, -1, 0], [1, 1, 0], [-1, 1, 0], color=PURPLE)
        self.play(Create(trapezoid))
        self.wait(1)
        self.play(FadeOut(trapezoid))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Comparing Fractions with Cross Multiplication""
    animation:  animate two fractions displayed side by side, each with different numerators and denominators. Show the process of cross multiplication to compare their values and determine which fraction is greater.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CompareFractions(Scene):
    def construct(self):
        title = Text(""Comparing Fractions with Cross Multiplication"").scale(0.5)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        fraction1 = MathTex(r""\frac{3}{4}"").shift(LEFT*2)
        fraction2 = MathTex(r""\frac{5}{6}"").shift(RIGHT*2)
        self.play(Write(fraction1), Write(fraction2))
        self.wait(1)

        cross1 = MathTex(r""3 \times 6"").next_to(fraction1, DOWN)
        cross2 = MathTex(r""5 \times 4"").next_to(fraction2, DOWN)
        self.play(Write(cross1), Write(cross2))
        self.wait(1)

        result1 = MathTex(r""18"").next_to(cross1, DOWN)
        result2 = MathTex(r""20"").next_to(cross2, DOWN)
        self.play(Transform(cross1, result1), Transform(cross2, result2))
        self.wait(1)

        greater_than = MathTex(r""18 < 20"").move_to(DOWN*2)
        self.play(Write(greater_than))
        self.wait(2)

        self.play(FadeOut(fraction1), FadeOut(fraction2), FadeOut(cross1), FadeOut(cross2), FadeOut(greater_than))
        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Reciprocals Exploration""
animation:  animate displaying a fraction on the screen. Show the process of finding its reciprocal by flipping the numerator and denominator, visually demonstrating the concept of reciprocals.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ReciprocalsExploration(Scene):
    def construct(self):
        title = Text(""Reciprocals Exploration"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        fraction = MathTex(r""\frac{2}{3}"").scale(2)
        reciprocal = MathTex(r""\frac{3}{2}"").scale(2)
        arrow = Arrow(UP, DOWN).next_to(fraction, DOWN)

        self.play(Write(fraction))
        self.wait(1)
        self.play(GrowArrow(arrow))
        self.play(ReplacementTransform(fraction, reciprocal))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Calculating Perimeter of Polygons""
    animation:  animate different polygons with labeled side lengths. Show the process of calculating the perimeter of each polygon by adding all the side lengths together.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class PerimeterOfPolygons(Scene):
    def construct(self):
        title = Text(""Calculating Perimeter of Polygons"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Triangle
        triangle = Polygon([-1, 1, 0], [1, 1, 0], [0, -1, 0], color=WHITE)
        triangle_sides = VGroup(
            Tex(""5"").next_to(triangle, UP),
            Tex(""4"").next_to(triangle, RIGHT),
            Tex(""3"").next_to(triangle, LEFT)
        )
        triangle_perimeter = Tex(""Perimeter = 5 + 4 + 3 = 12"").next_to(triangle, DOWN)
        self.play(Create(triangle), Write(triangle_sides))
        self.wait(1)
        self.play(Write(triangle_perimeter))
        self.wait(2)
        self.play(FadeOut(triangle), FadeOut(triangle_sides), FadeOut(triangle_perimeter))

        # Square
        square = Square(side_length=2).shift(DOWN)
        square_sides = VGroup(
            Tex(""4"").next_to(square, UP),
            Tex(""4"").next_to(square, RIGHT),
            Tex(""4"").next_to(square, DOWN),
            Tex(""4"").next_to(square, LEFT)
        )
        square_perimeter = Tex(""Perimeter = 4 + 4 + 4 + 4 = 16"").next_to(square, DOWN)
        self.play(Create(square), Write(square_sides))
        self.wait(1)
        self.play(Write(square_perimeter))
        self.wait(2)
        self.play(FadeOut(square), FadeOut(square_sides), FadeOut(square_perimeter))

        # Pentagon
        pentagon = RegularPolygon(n=5, color=WHITE).scale(1.2).shift(DOWN)
        pentagon_sides = VGroup(
            *[Tex(""3"").next_to(pentagon, direction) for direction in [UP, UR, DR, DL, LEFT]]
        )
        pentagon_perimeter = Tex(""Perimeter = 3 + 3 + 3 + 3 + 3 = 15"").next_to(pentagon, DOWN)
        self.play(Create(pentagon), Write(pentagon_sides))
        self.wait(1)
        self.play(Write(pentagon_perimeter))
        self.wait(2)
        self.play(FadeOut(pentagon), FadeOut(pentagon_sides), FadeOut(pentagon_perimeter))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Measuring Angles in Radians""
    animation:  animate displaying an angle in a circle and measuring it in radians by showing the ratio of arc length to radius.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MeasureRadians(Scene):
    def construct(self):
        title = Text(""Measuring Angles in Radians"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        circle = Circle(radius=2)
        angle = ValueTracker(0)
        arc = always_redraw(lambda: Arc(radius=2, angle=angle.get_value()))
        line1 = Line(start=[0,0,0], end=[2,0,0])
        line2 = always_redraw(lambda: Line(start=[0,0,0], end=[2*np.cos(angle.get_value()), 2*np.sin(angle.get_value()), 0]))
        radius_text = Text(""Radius"", font_size=24).next_to(line1, DOWN)
        arc_length_text = always_redraw(lambda: Text(f""Arc length\n{np.round(arc.get_arc_length(),2)}"", font_size=24).next_to(arc, RIGHT, buff=0.1))
        angle_measure = always_redraw(lambda: DecimalNumber(angle.get_value() / PI, num_decimal_places=2).next_to(arc.get_arc_center(), UP+LEFT))

        self.play(Create(circle), Create(line1), Create(line2), Write(radius_text))
        self.play(angle.animate.set_value(2*PI), run_time=4, rate_func=linear)
        self.play(Create(arc), Write(arc_length_text), Write(angle_measure))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Density, Mass, and Volume""
    animation:  animate objects of different sizes and materials, illustrating the relationship between density, mass, and volume using the formula D = M / V.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class DensityMassVolume(Scene):
    def construct(self):
        title = Text(""Density, Mass, and Volume"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Formula
        formula = MathTex(""D = \\frac{M}{V}"").to_edge(UP)
        self.play(Write(formula))
        self.wait(1)

        # Objects
        square = Square(color=BLUE).shift(LEFT*3)
        circle = Circle(color=GREEN).shift(RIGHT*3)
        square_text = Text(""High Density"", font_size=24).next_to(square, DOWN)
        circle_text = Text(""Low Density"", font_size=24).next_to(circle, DOWN)

        # Mass and Volume indicators
        square_mass = Text(""High M"", font_size=24).next_to(square, LEFT)
        square_volume = Text(""Low V"", font_size=24).next_to(square, RIGHT)
        circle_mass = Text(""Low M"", font_size=24).next_to(circle, LEFT)
        circle_volume = Text(""High V"", font_size=24).next_to(circle, RIGHT)

        self.play(DrawBorderThenFill(square), DrawBorderThenFill(circle))
        self.wait(1)
        self.play(Write(square_text), Write(circle_text))
        self.wait(1)
        self.play(Write(square_mass), Write(square_volume), Write(circle_mass), Write(circle_volume))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Prime Factorization Explained""
animation:  animate a composite number being displayed, followed by the number breaking down into its prime factors, illustrating the process of prime factorization.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class PrimeFactorization(Scene):
    def construct(self):
        title = Text(""Prime Factorization Explained"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        number = 12
        number_text = Text(str(number), font_size=72)
        self.play(Write(number_text))
        self.wait(1)

        factors = self.prime_factors(number)
        factors_text = VGroup(*[Text(str(factor), font_size=72) for factor in factors])
        factors_text.arrange(RIGHT, buff=0.5)

        self.play(Transform(number_text, factors_text))
        self.wait(2)

    def prime_factors(self, n):
        i = 2
        factors = []
        while i * i <= n:
            if n % i:
                i += 1
            else:
                n //= i
                factors.append(i)
        if n > 1:
            factors.append(n)
        return factors"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Elastic vs. Inelastic Collisions""
    animation:  animate two objects colliding. Show the difference between an elastic collision where kinetic energy is conserved, and an inelastic collision where kinetic energy is lost during the collision.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CollisionAnimation(Scene):
    def construct(self):
        title = Text(""Elastic vs. Inelastic Collisions"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Elastic Collision
        ball1 = Circle(color=BLUE).shift(LEFT*3)
        ball2 = Circle(color=RED).shift(RIGHT*3)
        self.play(FadeIn(ball1), FadeIn(ball2))
        self.play(ball1.animate.shift(RIGHT*2), ball2.animate.shift(LEFT*2))
        self.play(ball1.animate.shift(RIGHT*2), ball2.animate.shift(LEFT*2))
        self.wait(1)

        self.play(FadeOut(ball1), FadeOut(ball2))

        # Inelastic Collision
        ball1 = Circle(color=BLUE).shift(LEFT*3)
        ball2 = Circle(color=RED).shift(RIGHT*3)
        self.play(FadeIn(ball1), FadeIn(ball2))
        self.play(ball1.animate.shift(RIGHT*1.5), ball2.animate.shift(LEFT*1.5))
        merged_ball = Circle(color=PURPLE, fill_opacity=1).scale(1.5).shift(RIGHT*0.25)
        self.play(ReplacementTransform(ball1, merged_ball), ReplacementTransform(ball2, merged_ball))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Multiplying Decimals""
    animation:  animate two decimals being multiplied together, emphasizing the placement of the decimal point in the product.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MultiplyingDecimals(Scene):
    def construct(self):
        title = Text(""Multiplying Decimals"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Setup numbers for multiplication
        decimal_1 = DecimalNumber(0.75, num_decimal_places=2).scale(2)
        decimal_2 = DecimalNumber(0.4, num_decimal_places=1).next_to(decimal_1, DOWN).scale(2)
        multiply_sign = Text(""*"").scale(2).next_to(decimal_1, LEFT)
        equals_sign = Text(""="").scale(2).next_to(decimal_1, RIGHT)

        # Group for alignment
        equation = VGroup(multiply_sign, decimal_1, decimal_2, equals_sign)

        # Result of multiplication
        result = DecimalNumber(0.75 * 0.4, num_decimal_places=2).scale(2).next_to(equals_sign, RIGHT)

        # Animate the multiplication process
        self.play(Write(multiply_sign), Write(decimal_1), Write(decimal_2))
        self.wait(1)
        self.play(Write(equals_sign))
        self.wait(1)
        self.play(TransformFromCopy(equation, result))
        self.wait(2)"
